Symbol,A1,I1,A3,A4,I7,A6,A7,I4,A8,I6,A10
AGBL2,0,2,0,0,0,0,0,2,0,1,1
AGBL3,9,4,6,6,4,8,6,11,10,11,11
AGBL4,4,0,0,1,1,2,4,0,0,0,0
AGBL4-IT1,0,0,0,0,0,0,0,0,0,0,0
AGBL5,126,94,131,192,124,60,271,136,180,144,150
AGBL5-AS1,0,3,0,0,1,0,0,0,1,0,0
AGER,13,16,13,10,10,8,19,34,11,32,42
AGFG1,307,418,274,634,500,184,573,563,325,354,339
AGFG2,142,125,173,190,114,76,161,191,139,187,119
AGGF1,353,355,344,522,276,229,609,462,450,252,402
AGK,133,111,141,158,134,95,139,193,100,153,127
AGL,9276,6387,6585,11742,5373,4551,19954,4131,9327,4948,7524
AGMAT,1345,690,601,346,209,1084,1642,1417,659,676,925
AGMO,3,1,1,2,3,4,2,6,1,4,5
AGO1,268,270,258,422,263,169,504,487,309,328,262
AGO2,215,165,221,339,243,101,268,165,160,108,138
AGO3,31,46,37,48,81,24,73,70,34,43,50
AGO4,655,401,370,608,263,308,775,570,517,414,436
AGPAT1,1437,1123,1269,1761,1349,785,1727,1377,1379,951,1123
AGPAT2,351,599,326,426,274,188,303,441,338,469,287
AGPAT3,2376,2210,1974,2990,2579,1304,3190,2008,3083,2343,2028
AGPAT4,33,29,24,25,21,16,45,76,28,32,40
AGPAT4-IT1,0,0,0,0,0,0,1,0,0,2,0
AGPAT5,294,418,303,430,344,181,397,508,190,284,325
AGPS,276,396,299,463,404,190,494,456,368,381,356
AGR2,0,0,0,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0,0,0,0
AGRN,175,518,349,360,321,234,341,857,319,920,353
AGRP,0,0,0,0,0,0,0,0,0,0,0
AGT,380,470,771,621,323,250,672,661,610,595,586
AGTPBP1,564,500,326,529,592,238,638,348,475,560,358
AGTR1,91,257,102,175,184,88,195,404,115,254,114
AGTR2,0,6,1,0,2,0,0,9,0,15,0
AGTRAP,119,129,134,235,160,58,108,205,160,153,132
AGXT,0,0,2,1,0,0,0,0,0,0,0
AGXT2,0,0,0,0,0,0,0,0,0,0,0
AHCTF1,494,423,437,700,557,279,801,658,454,428,502
AHCTF1P1,3,3,4,7,4,4,6,13,3,15,0
AHCY,1220,993,1082,1797,1276,750,1626,1370,1520,1172,1123
AHCYL1,1473,933,886,1327,879,766,2327,1153,1239,903,1222
AHCYL2,865,972,1035,1353,793,528,1392,1092,889,812,755
AHDC1,1628,1073,1031,2072,1077,545,1921,1844,945,1567,1195
AHI1,78,77,72,110,71,68,118,116,90,97,97
AHNAK,9063,15094,7699,14539,8935,6658,15000,19632,9368,17458,8360
AHNAK2,20,97,39,117,14,57,121,125,32,114,75
AHR,34,89,52,139,82,33,85,219,61,160,65
AHRR,2,16,0,9,3,0,0,12,2,24,2
AHSA1,1517,1293,1567,1748,1335,804,1734,1717,1502,1189,1349
AHSA2,159,154,177,183,92,87,222,197,165,195,441
AHSG,0,0,0,0,0,0,0,0,0,0,0
AHSP,1,0,0,0,0,0,0,0,0,0,0
AICDA,0,0,0,0,0,0,5,0,0,0,0
AIDA,426,593,573,848,560,377,753,789,683,587,612
AIF1,26,89,13,25,6,25,59,70,51,110,20
AIF1L,444,313,373,414,295,320,461,643,318,513,514
AIFM1,1375,619,962,1138,891,581,1145,636,1222,895,839
AIFM2,106,173,84,182,95,66,131,156,107,157,157
AIFM3,3,2,1,0,0,3,4,2,0,1,4
AIG1,235,193,193,383,144,107,202,177,223,191,228
AIM1,25,24,29,41,14,26,21,73,18,63,28
AIM1L,0,0,0,2,1,0,1,0,4,0,0
AIM2,1,2,0,0,1,0,0,3,1,0,0
AIMP1,698,670,589,944,749,367,1003,808,687,762,626
AIMP2,1595,809,907,1066,1318,613,1982,704,1428,1242,1082
AIP,427,387,445,386,405,272,581,531,524,509,390
AIPL1,0,0,0,0,0,0,0,0,0,0,0
AIRE,0,0,0,1,0,0,0,0,0,0,0
AIRN,0,0,0,0,0,0,0,0,0,0,0
AJAP1,8,9,9,36,1,16,10,10,7,25,21
AJUBA,18,25,38,43,14,13,21,75,15,80,30
AK1,17356,9859,7681,6119,10220,7257,21328,8876,11897,9662,9495
AK2,1583,959,1029,1280,920,716,1516,1348,1452,1196,1009
AK3,4432,2228,2874,6633,4323,2382,8077,2722,6585,3877,2197
AK4,27,61,36,74,93,32,73,122,26,85,70
AK5,1,21,9,5,4,4,18,39,6,33,26
AK6,228,270,258,307,267,158,386,251,336,184,263
AK7,1,1,1,3,0,2,4,0,0,0,0
AK8,2,2,0,0,0,0,0,1,4,2,0
AK9,76,81,68,48,37,33,91,94,58,64,51
AKAP1,4476,4097,4310,6605,4009,2420,5551,3743,5423,4792,4153
AKAP10,132,153,90,135,123,38,156,227,119,171,129
AKAP11,177,195,241,381,173,83,444,390,177,212,187
AKAP12,140,499,213,329,352,196,382,1045,216,593,241
AKAP13,1341,1295,1193,2209,1085,955,2537,1746,1386,1509,1684
AKAP14,0,0,0,0,0,0,0,0,0,0,0
AKAP17A,464,460,325,508,600,221,531,651,494,487,594
AKAP2,387,1600,715,1786,859,529,561,1869,388,1564,476
AKAP3,11,21,9,8,6,15,22,9,15,7,14
AKAP4,0,0,0,0,0,0,0,0,0,0,0
AKAP5,4,1,0,3,0,1,8,9,3,3,1
AKAP6,1666,2761,1329,3039,2761,1213,2734,2082,2061,2070,1708
AKAP7,298,299,164,200,151,248,389,274,294,255,220
AKAP8,404,449,441,432,523,203,476,463,378,525,341
AKAP8L,547,705,646,690,564,321,645,1024,632,808,577
AKAP9,787,1082,729,1107,941,629,1575,1371,1042,1053,806
AKIP1,207,220,231,269,195,157,345,366,330,290,274
AKIRIN1,453,285,289,669,429,157,543,325,425,220,502
AKIRIN2,752,816,932,1003,804,534,1007,1128,1067,833,911
AKNA,56,127,103,84,46,51,49,210,73,174,109
AKNAD1,1,1,0,2,1,0,5,6,0,8,2
AKR1A1,282,268,265,259,250,126,361,475,314,309,229
AKR1B1,3962,2152,3402,4070,3625,1827,4809,2865,3528,3162,3030
AKR1B10,11,3,45,54,119,13,33,11,28,11,44
AKR1B15,36,3,7,31,11,5,175,19,32,0,55
AKR1C1,455,440,330,1080,368,131,403,384,433,525,486
AKR1C2,722,389,592,1362,373,246,345,279,517,403,449
AKR1C3,257,123,246,944,63,111,256,105,353,151,218
AKR1C4,2,0,0,0,0,0,0,1,0,0,0
AKR1C6P,0,0,0,0,0,0,0,0,0,0,0
AKR1C8P,0,0,0,0,0,0,0,0,0,0,0
AKR1D1,0,0,0,0,0,0,0,0,0,0,0
AKR1E2,3,7,5,7,8,5,14,9,7,5,8
AKR7A2,808,792,852,1189,688,569,941,914,898,726,666
AKR7A2P1,0,0,0,0,0,0,0,0,0,0,0
AKR7A3,2,1,4,3,1,2,4,3,2,10,5
AKR7L,0,5,0,5,1,0,1,2,1,2,4
AKT1,1298,1666,1225,1870,2646,833,1499,1795,1174,2032,1172
AKT1S1,2278,2168,1607,2648,1531,1218,3065,1727,2463,1918,2075
AKT2,3886,2971,3155,4091,4212,1834,4280,4055,3237,3364,3074
AKT3,189,264,187,266,287,163,332,505,150,361,188
AKTIP,1802,1209,1284,1385,1365,828,2399,1098,1745,1196,1434
ALAD,662,396,585,653,541,287,1060,607,605,684,603
ALAS1,1360,1387,1476,1828,1635,917,2095,804,1502,1785,913
ALAS2,2,0,0,0,0,7,0,4,0,0,3
ALB,0,0,3,0,0,0,0,0,0,0,0
ALCAM,6,59,24,20,33,16,34,192,13,113,21
ALDH16A1,141,147,136,162,108,110,199,232,138,271,181
ALDH18A1,60,124,58,101,62,55,83,207,65,140,97
ALDH1A1,766,893,683,2070,498,345,1152,1231,1161,1005,957
ALDH1A2,244,204,147,65,59,115,308,277,184,291,173
ALDH1A3,68,84,149,128,83,44,159,181,109,128,122
ALDH1B1,1195,843,906,1841,1376,651,1138,1214,667,755,906
ALDH1L1,2545,1618,2481,2277,1330,1081,1940,781,1892,2062,1233
ALDH1L1-AS1,0,0,0,0,0,0,1,1,0,2,0
ALDH1L1-AS2,97,50,127,90,14,22,65,18,43,141,15
ALDH1L2,40,54,34,32,33,24,100,91,24,89,38
ALDH2,4215,3824,6005,5661,1800,3092,4141,2983,4918,5218,4071
ALDH3A1,0,4,3,1,0,0,1,16,3,8,3
ALDH3A2,1019,918,1070,1603,1056,610,1469,1500,1304,1360,1327
ALDH3B1,25,40,70,62,21,44,33,44,41,66,30
ALDH3B2,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,2432,2263,2268,3198,2691,1288,1857,2109,1951,3566,1974
ALDH5A1,1500,1068,2001,2607,786,1258,1983,1038,1610,1229,1249
ALDH6A1,759,868,997,2301,683,455,596,706,523,994,765
ALDH7A1,249,387,282,345,358,155,246,360,248,412,394
ALDH8A1,2,1,16,2,2,3,21,0,5,16,4
ALDH9A1,1636,1403,1589,1842,703,925,2419,1631,1607,1491,1592
ALDOA,278107,153832,217750,172355,156351,158092,309082,116131,248904,152628,150355
ALDOB,0,0,0,0,0,0,0,0,0,1,0
ALDOC,29,30,60,58,25,21,32,29,40,35,70
ALG1,118,83,103,94,68,64,112,123,120,158,84
ALG10,1,16,8,21,18,7,16,24,4,15,15
ALG10B,28,42,41,44,31,21,88,97,29,61,37
ALG11,33,86,59,103,47,19,61,68,21,49,37
ALG12,138,168,149,143,176,69,207,306,160,156,146
ALG13,142,178,109,200,201,63,195,182,104,212,158
ALG14,51,25,22,46,26,8,37,24,48,43,41
ALG1L,9,6,21,39,12,3,12,8,7,4,17
ALG1L2,0,0,0,0,0,0,0,0,0,0,0
ALG1L9P,1,1,1,2,0,2,4,2,0,19,2
ALG2,124,134,125,167,176,70,127,208,102,129,128
ALG3,225,245,232,250,266,124,340,228,255,226,193
ALG5,141,148,84,94,122,75,141,160,99,170,71
ALG6,29,71,26,46,42,19,66,89,21,44,41
ALG8,51,94,64,67,52,36,91,110,86,98,56
ALG9,123,114,108,173,127,64,210,205,154,112,140
ALK,0,0,0,0,0,0,0,1,0,0,0
ALKBH1,152,168,110,204,136,78,159,208,145,148,143
ALKBH2,59,94,76,102,99,62,103,145,79,136,70
ALKBH3,369,280,334,377,273,193,416,309,367,289,275
ALKBH3-AS1,0,0,0,0,0,0,0,0,0,0,0
ALKBH4,141,148,156,158,92,73,187,242,190,189,134
ALKBH5,8089,5700,6709,8030,7001,3977,11232,5570,7305,5294,6817
ALKBH6,50,72,70,64,40,29,57,84,104,44,75
ALKBH7,1826,1320,1990,1965,1820,1018,1980,1299,1906,1552,1308
ALKBH8,138,120,168,202,148,90,219,129,178,114,147
ALLC,0,2,0,0,0,0,0,1,0,7,1
ALMS1,47,64,72,77,66,53,102,176,70,98,68
ALMS1-IT1,0,1,2,4,7,0,1,1,0,2,1
ALMS1P,0,0,0,2,0,0,0,0,0,0,1
ALOX12,0,0,0,0,0,0,0,0,0,0,0
ALOX12-AS1,7,6,6,13,10,7,13,13,16,10,11
ALOX12B,0,0,0,0,0,0,0,0,0,0,0
ALOX12P2,0,0,0,0,0,0,0,0,0,0,0
ALOX15,0,3,0,0,2,0,0,0,0,2,0
ALOX15B,8,13,5,5,1,4,16,0,2,43,0
ALOX15P1,0,0,0,0,0,0,0,0,0,0,0
ALOX5,16,16,11,13,5,6,23,19,9,38,19
ALOX5AP,24,27,17,41,11,11,39,35,24,41,7
ALOXE3,0,0,0,0,0,0,0,0,0,0,1
ALPI,0,2,0,0,0,0,0,0,0,0,0
ALPK1,38,32,24,28,16,26,47,70,35,56,48
ALPK2,1394,1689,1196,3480,2073,1247,754,1749,1865,973,1518
ALPK3,7623,9706,7236,15211,13077,2991,13243,8286,9416,7631,13221
ALPL,15,13,31,39,30,7,14,15,5,8,32
ALPP,0,0,0,0,0,0,0,0,0,0,0
ALPPL2,0,0,0,0,0,0,0,0,0,0,0
ALS2,410,452,388,596,489,199,694,483,417,486,503
ALS2CL,182,200,178,244,138,116,212,282,303,296,369
ALS2CR11,1,5,0,0,0,1,1,0,0,0,1
ALS2CR12,1,3,0,0,0,0,7,0,2,3,2
ALX1,0,2,0,0,1,2,0,14,0,2,0
ALX3,0,0,1,0,0,0,1,0,0,0,1
ALX4,6,8,8,49,3,3,45,34,12,30,198
ALYREF,333,416,293,489,478,205,382,480,360,456,400
AMACR,147,458,293,185,334,408,196,334,165,207,400
AMBN,0,0,0,0,0,0,0,0,0,0,0
AMBP,0,0,0,0,0,0,0,0,0,0,0
AMBRA1,218,267,256,329,252,137,324,418,253,264,186
AMD1,489,366,355,665,633,159,579,492,422,352,428
AMDHD1,4,0,8,7,0,5,5,12,1,3,12
AMDHD2,92,121,102,88,58,36,99,170,114,153,135
AMELX,0,0,0,0,0,0,0,0,0,0,0
AMELY,2,0,0,0,0,0,0,0,0,0,1
AMER1,195,130,121,214,971,109,190,165,157,184,136
AMER2,3,0,0,0,0,0,10,0,3,0,0
AMER3,0,0,0,0,0,0,0,0,0,0,0
AMFR,2636,1812,2317,2696,2336,1213,3622,1959,3095,1627,2080
AMH,21,40,39,37,28,16,13,64,13,51,34
AMHR2,79,74,38,46,34,60,75,47,84,65,34
AMICA1,14,9,22,9,6,15,17,20,23,46,18
AMIGO1,217,202,132,399,179,135,448,169,231,182,203
AMIGO2,17,27,39,29,5,44,25,80,22,40,79
AMIGO3,43,84,104,67,55,32,79,128,55,96,43
AMMECR1,22,21,23,29,17,8,48,63,21,32,21
AMMECR1L,217,208,131,241,266,73,232,343,193,227,213
AMN,3,0,0,0,1,0,0,2,0,4,1
AMN1,155,82,106,141,108,58,222,120,159,99,115
AMOT,915,3406,1266,2979,4546,1110,1814,4691,1197,2490,1661
AMOTL1,1474,2654,1520,3310,4344,1735,3593,6537,1672,3780,2354
AMOTL2,369,486,646,733,2061,371,365,1089,327,1062,454
AMPD1,11380,12526,9477,11368,6072,8207,7938,14966,9335,9609,8429
AMPD2,32,111,48,70,58,28,64,184,47,155,82
AMPD3,278,262,105,1067,129,86,163,757,317,270,348
AMPH,24,73,59,74,29,27,101,68,31,39,40
AMT,117,68,96,84,73,37,111,120,130,172,215
AMTN,0,0,0,0,0,0,0,0,0,0,0
AMY1A,1,0,0,0,0,0,4,0,0,0,0
AMY1B,0,0,0,0,0,0,0,0,0,0,0
AMY1C,0,0,0,0,0,0,0,0,0,0,0
AMY2A,1,0,1,0,3,3,4,1,0,7,14
AMY2B,413,221,330,323,94,235,668,267,677,246,612
AMZ1,0,0,0,0,0,2,0,0,0,0,0
AMZ2,1122,1036,1071,1405,1086,660,1314,980,1099,839,1000
AMZ2P1,160,93,146,166,153,104,284,111,230,126,201
ANAPC1,499,426,609,568,386,288,693,430,733,328,416
ANAPC10,97,98,126,107,107,65,119,179,111,128,98
ANAPC11,1526,1142,1144,1282,1269,646,1456,1094,1447,1197,1005
ANAPC13,529,394,591,572,721,286,607,541,707,488,561
ANAPC15,537,352,315,448,466,232,804,270,565,345,457
ANAPC16,2626,2798,2606,3542,2966,1542,4368,3148,3756,2329,3156
ANAPC1P1,0,0,0,0,0,0,0,0,0,0,0
ANAPC2,343,478,408,455,333,203,401,647,438,473,381
ANAPC4,168,151,108,116,117,103,155,219,125,148,131
ANAPC5,1946,1360,1732,1904,1534,964,2399,1646,1790,1682,1526
ANAPC7,371,307,363,486,328,199,618,486,447,385,402
ANG,24,37,19,49,9,13,29,82,37,26,21
ANGEL1,196,242,177,311,205,131,219,310,196,182,199
ANGEL2,142,149,138,234,178,60,226,280,156,161,178
ANGPT1,592,654,337,522,119,369,762,1136,374,504,347
ANGPT2,15,87,48,87,74,54,40,291,39,144,35
ANGPT4,2,1,0,1,0,0,1,1,0,0,2
ANGPTL1,414,803,512,660,808,265,569,1198,407,1044,452
ANGPTL2,1614,1581,901,1024,684,411,2028,2387,912,2194,1048
ANGPTL3,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,192,544,38,71,145,61,38,657,44,65,158
ANGPTL5,2,4,4,11,0,0,13,3,6,0,10
ANGPTL6,0,1,0,0,0,0,0,0,0,3,0
ANGPTL7,6,68,131,62,6,47,178,161,0,351,9
ANHX,0,0,0,0,0,0,0,0,0,0,0
ANK1,15077,11135,11076,17158,14807,7346,15082,8258,12965,13294,11475
ANK2,1821,1790,1576,2586,1138,1373,3192,1583,1765,1926,1401
ANK3,1576,1215,720,1622,694,521,1597,1354,1374,805,1189
ANKAR,24,16,12,40,10,11,19,29,9,22,13
ANKDD1A,5,4,12,14,15,9,12,30,10,31,14
ANKDD1B,0,0,0,0,0,1,0,3,0,3,0
ANKEF1,17,14,7,17,15,4,27,13,12,11,33
ANKFN1,0,0,0,0,0,2,5,0,0,0,0
ANKFY1,296,361,342,436,438,206,421,911,356,497,460
ANKH,3275,2584,2476,3005,2647,1800,3987,3576,3259,2406,2331
ANKHD1,559,617,564,713,789,278,898,725,605,628,656
ANKHD1-EIF4EBP3,176,267,183,332,126,159,247,458,336,274,158
ANKIB1,232,255,211,440,298,145,494,344,242,256,277
ANKK1,0,0,3,0,0,0,4,1,1,0,0
ANKLE1,2,0,1,5,1,0,9,7,4,5,4
ANKLE2,668,689,538,754,580,364,884,872,685,621,562
ANKMY1,31,40,31,34,12,19,31,70,31,61,45
ANKMY2,296,389,378,523,305,229,524,720,448,374,322
ANKRA2,76,48,54,49,72,39,136,124,88,88,72
ANKRD1,89,431,236,2070,18257,1605,468,346,308,452,700
ANKRD10,1136,790,521,802,807,357,1240,842,677,1028,854
ANKRD11,828,1130,663,1551,956,547,1556,1446,966,1391,896
ANKRD12,288,588,298,565,438,212,805,592,352,521,453
ANKRD13A,145,209,143,205,128,85,221,394,191,361,173
ANKRD13B,89,148,85,101,117,48,180,251,77,131,55
ANKRD13C,248,218,217,239,221,89,357,289,197,220,201
ANKRD13D,52,72,62,91,38,43,89,111,69,98,86
ANKRD16,63,80,52,99,100,59,94,117,100,66,60
ANKRD17,463,702,586,1093,635,275,887,952,512,744,547
ANKRD18A,0,0,0,0,0,0,0,0,0,0,0
ANKRD18B,1,1,6,22,0,2,4,4,1,0,4
ANKRD18DP,0,0,0,0,0,0,0,0,0,0,0
ANKRD19P,0,0,0,0,0,0,0,0,0,0,1
ANKRD2,3317,431,4595,5752,23934,3493,2269,1243,8349,2364,5981
ANKRD20A1,0,1,0,0,0,0,0,3,0,4,0
ANKRD20A11P,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A12P,10,2,22,16,1,10,19,8,24,14,22
ANKRD20A19P,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A2,0,1,4,6,0,0,0,0,12,0,5
ANKRD20A3,0,0,0,0,0,4,0,0,0,0,0
ANKRD20A4,0,0,0,0,0,1,2,0,0,0,0
ANKRD20A5P,19,3,14,7,2,6,18,2,9,4,16
ANKRD20A8P,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A9P,3,3,0,2,0,1,1,2,2,0,2
ANKRD22,0,0,1,4,0,0,1,0,3,2,3
ANKRD23,34981,30287,24392,37670,37495,14150,48096,32585,38721,27428,34580
ANKRD24,25,10,18,29,11,18,39,18,29,28,19
ANKRD26,191,256,245,352,221,172,299,228,242,205,236
ANKRD26P1,1,0,0,2,0,0,0,0,0,0,2
ANKRD26P3,0,0,0,0,0,0,0,0,1,0,1
ANKRD27,206,166,160,220,174,72,354,365,202,193,254
ANKRD28,991,656,563,982,1141,419,1305,759,877,799,703
ANKRD29,20,48,44,35,36,44,64,41,29,81,18
ANKRD30A,0,0,0,0,0,0,0,0,0,0,0
ANKRD30B,0,0,0,1,0,0,0,0,0,0,0
ANKRD30BL,0,0,0,0,0,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0,0,0,0,0,0,0
ANKRD31,0,0,2,3,1,0,0,1,0,6,0
ANKRD33,0,0,0,0,0,0,1,5,0,0,0
ANKRD33B,53,1153,199,1153,530,25,128,2336,63,264,550
ANKRD34A,76,11,22,21,33,11,26,20,11,14,25
ANKRD34B,0,0,0,0,0,0,0,0,0,0,0
ANKRD34C,0,0,1,0,0,2,0,14,0,0,1
ANKRD34C-AS1,0,0,0,0,0,0,0,0,0,0,0
ANKRD35,244,156,236,209,82,128,334,182,242,194,145
ANKRD36,14,24,24,21,5,10,21,61,6,16,33
ANKRD36B,20,17,13,29,14,7,35,39,19,39,27
ANKRD36BP1,0,0,0,0,0,0,0,0,0,0,0
ANKRD36BP2,0,1,1,0,0,1,1,0,1,4,0
ANKRD36C,19,16,3,23,5,5,13,24,10,21,7
ANKRD37,86,177,79,106,139,42,256,88,316,167,201
ANKRD39,119,96,128,170,105,66,132,103,121,79,134
ANKRD40,3052,2188,2296,3316,2622,1446,4406,2221,2370,1722,2616
ANKRD42,10,14,28,48,12,16,60,53,21,21,22
ANKRD44,18,40,24,69,43,17,102,60,21,69,43
ANKRD44-IT1,0,0,0,0,0,0,0,0,0,0,0
ANKRD45,1,0,0,4,3,1,2,0,2,0,0
ANKRD46,556,477,495,788,354,354,1340,477,594,353,706
ANKRD49,37,53,40,55,62,23,100,42,59,78,73
ANKRD50,50,102,53,106,52,30,119,240,86,121,61
ANKRD52,543,608,486,1088,570,242,1322,818,683,576,751
ANKRD53,0,4,0,2,0,3,5,3,1,9,1
ANKRD54,165,129,185,163,90,75,203,153,210,82,154
ANKRD55,0,0,0,0,0,1,0,0,0,0,0
ANKRD6,62,90,112,134,44,71,59,121,82,100,75
ANKRD60,0,0,0,0,0,0,0,0,0,0,0
ANKRD61,1,1,0,0,0,0,1,0,0,1,0
ANKRD62,0,0,0,0,0,0,0,0,0,0,0
ANKRD62P1-PARP4P3,0,0,0,0,0,0,0,0,0,0,0
ANKRD63,0,0,0,0,1,0,0,0,0,0,0
ANKRD65,76,92,79,41,102,51,53,124,72,205,34
ANKRD66,0,0,0,0,0,0,0,1,0,1,0
ANKRD7,1,0,1,3,0,1,4,0,0,1,1
ANKRD9,2863,1566,2721,2621,2112,1423,2646,2230,2952,2522,2442
ANKS1A,286,252,225,285,338,205,461,525,261,483,354
ANKS1B,47,16,27,39,14,43,207,7,57,31,41
ANKS3,90,117,126,116,94,54,139,161,102,129,103
ANKS4B,0,0,0,0,0,0,0,0,0,0,0
ANKS6,88,95,88,91,70,55,156,132,107,102,112
ANKUB1,0,0,0,0,0,0,0,0,0,0,0
ANKZF1,261,340,235,237,197,160,298,423,261,236,329
ANLN,8,2,0,5,5,4,3,8,1,6,0
ANO1,245,203,293,248,113,183,335,231,241,348,187
ANO1-AS2,0,0,0,0,0,0,0,0,0,0,0
ANO10,110,157,185,234,239,116,207,225,152,180,146
ANO2,10,6,26,15,17,11,5,19,17,14,11
ANO3,0,4,3,0,0,0,0,7,0,10,0
ANO4,0,4,3,4,0,1,3,9,4,3,3
ANO5,1984,1960,1504,3029,1377,816,3673,1222,2653,1218,1712
ANO6,1401,1440,1114,1817,1481,951,2892,2243,1659,1610,1712
ANO7,2,4,4,5,0,3,3,0,0,3,1
ANO8,259,408,322,355,411,184,449,554,291,381,282
ANO9,0,0,0,0,0,3,0,0,0,5,7
ANOS1,282,202,246,395,94,163,695,189,357,169,269
ANP32A,794,827,735,1213,815,475,1243,1406,812,1118,894
ANP32A-IT1,0,0,0,1,0,0,4,0,0,0,0
ANP32AP1,0,0,0,0,1,1,0,3,1,1,0
ANP32B,566,729,568,834,766,392,698,1281,547,696,647
ANP32C,1,0,0,0,0,0,0,0,0,2,0
ANP32D,0,0,0,0,0,0,0,0,0,0,0
ANP32E,393,368,322,799,552,199,1031,463,453,391,436
ANPEP,30,60,17,23,21,28,59,53,28,43,37
ANTXR1,271,770,338,415,435,329,775,1343,344,1183,481
ANTXR2,120,271,199,495,265,107,313,560,179,352,250
ANTXRL,3,0,0,0,0,0,0,0,0,1,0
ANTXRLP1,0,0,0,0,0,0,0,0,0,0,0
ANXA1,207,614,348,447,231,316,715,954,280,779,461
ANXA10,0,0,0,0,0,0,0,0,1,0,0
ANXA11,3780,4165,2609,3749,2803,2164,4525,5541,3775,4859,3096
ANXA13,0,0,0,0,0,0,0,0,0,0,0
ANXA2,707,1327,895,1300,937,756,2113,2238,876,2351,1341
ANXA2P1,0,1,0,0,0,0,1,0,0,2,0
ANXA2P2,8,11,10,4,13,2,15,13,15,19,12
ANXA2P3,0,0,0,0,0,1,0,0,0,0,0
ANXA2R,11,26,18,8,4,12,18,20,34,9,12
ANXA3,154,74,370,336,157,137,210,97,142,132,238
ANXA4,100,142,143,202,118,79,294,267,150,201,147
ANXA5,567,1283,818,1189,910,619,1144,1760,806,1200,739
ANXA6,5129,5809,4727,4839,7038,3360,6762,7432,5377,6345,4614
ANXA7,2011,1778,1790,2749,2305,1162,3171,2064,2611,2031,2223
ANXA8,0,0,0,0,0,0,0,1,0,3,2
ANXA8L1,0,0,0,0,0,1,1,0,0,0,0
ANXA9,0,3,0,0,0,2,0,0,0,2,0
AOAH,3,5,5,3,3,7,2,12,0,40,3
AOAH-IT1,0,0,0,0,0,0,0,0,0,0,0
AOC1,0,0,0,0,0,0,0,0,1,0,0
AOC2,2,7,2,9,6,5,3,15,3,5,7
AOC3,419,582,462,566,275,632,491,1214,440,955,922
AOC4P,2,2,2,0,0,0,1,2,0,3,1
AOX1,59,67,24,103,46,35,133,74,68,38,56
AOX2P,0,0,0,0,0,0,0,0,0,0,0
AP1AR,64,80,52,123,57,51,156,89,56,64,87
AP1B1,658,603,643,750,600,330,865,641,721,747,543
AP1B1P1,0,0,0,0,0,0,0,0,0,0,0
AP1G1,887,662,598,1104,991,390,881,817,642,689,821
AP1G2,33,57,39,26,22,26,48,89,33,75,61
AP1M1,453,490,449,534,431,260,582,581,501,479,493
AP1M2,0,0,0,0,0,0,0,0,0,0,0
AP1S1,86,91,64,95,82,54,132,185,102,127,73
AP1S2,913,865,1021,1967,1446,489,1730,672,1096,851,948
AP1S3,1,0,0,1,1,0,1,0,6,5,2
AP2A1,1692,1557,1561,2092,1488,862,1795,1897,1669,1613,1345
AP2A2,367,494,425,539,421,271,535,716,528,501,466
AP2B1,1620,1711,1329,1820,1355,871,1785,2788,1719,1702,1284
AP2M1,1935,1784,1666,2495,1958,1051,2397,1927,1910,2351,1743
AP2S1,669,618,676,757,688,375,759,725,674,570,540
AP3B1,207,256,201,343,184,143,253,283,276,333,179
AP3B2,4,2,1,0,0,1,0,0,0,2,1
AP3D1,1532,1245,1268,2016,1635,929,2036,1735,1417,1135,1492
AP3M1,242,321,279,386,244,179,469,489,277,242,299
AP3M2,293,118,201,275,140,85,274,237,225,187,189
AP3S1,167,288,180,296,302,124,317,395,203,230,246
AP3S2,866,569,669,1012,739,388,1365,633,930,792,706
AP4B1,80,125,108,126,131,61,159,153,117,154,147
AP4B1-AS1,0,0,0,0,0,0,0,0,0,1,0
AP4E1,310,197,206,314,239,103,582,175,271,211,211
AP4M1,107,101,77,73,64,54,99,155,108,108,126
AP4S1,118,148,128,183,115,63,147,173,190,150,151
AP5B1,188,128,152,243,238,84,210,201,172,132,170
AP5M1,359,204,275,552,305,160,494,254,317,299,326
AP5S1,392,267,277,294,274,211,439,310,395,210,301
AP5Z1,160,205,156,160,170,77,168,318,158,248,172
APAF1,74,74,47,97,52,36,103,139,43,57,72
APBA1,78,226,117,156,116,108,164,336,107,269,99
APBA2,0,10,4,0,4,0,3,9,1,3,6
APBA3,237,271,267,300,271,113,272,393,285,215,243
APBB1,928,711,956,1306,864,547,1321,680,989,722,689
APBB1IP,5,66,8,19,1,22,38,34,17,41,30
APBB2,264,425,404,632,328,234,345,600,404,575,279
APBB3,64,120,109,122,140,38,95,223,114,155,171
APC,295,459,431,761,557,204,1046,617,473,425,424
APC2,1,9,0,10,3,0,1,8,0,3,2
APCDD1,325,374,145,201,143,105,287,305,179,437,420
