Unnamed: 0,BioSample,BioProject,LibraryLayout,Platform,Model,Subspecies,Breed,Predicted breed label,Breed group,Sex,Age,Clean reads,Mapped reads,Mapping rate,Expressed gene count,Expressed gene ratio,Tissue class,Main categories,Sub categories,Note,Used in molQTL analysis,BioSample.WGS
106,SAMEA4454574,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"40,635,090","37,407,913",0.9206,19860,0.6224,Cerebral cortex,Brain,Brain,Embargoed,No,
107,SAMEA4454575,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"30,622,879","28,872,506",0.9428,18842,0.5905,Spleen,Spleen,Spleen,Embargoed,No,
108,SAMEA4454576,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"47,521,205","44,574,754",0.938,19772,0.6197,Spleen,Spleen,Spleen,Embargoed,No,
109,SAMEA4454578,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"27,131,143","25,208,138",0.9291,14756,0.4625,Liver,Liver,Liver,Embargoed,No,
110,SAMEA4454580,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"38,354,729","36,384,814",0.9486,18526,0.5806,Hypothalamus,Brain,Hypothalamus,Embargoed,No,
111,SAMEA4454582,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"51,225,613","48,979,761",0.9562,19990,0.6265,Cerebellum,Brain,Brain,Embargoed,No,
112,SAMEA4454583,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"39,565,401","36,810,278",0.9304,16195,0.5076,Muscle,Muscle,Muscle,Embargoed,No,
113,SAMEA4454594,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"33,278,543","31,500,828",0.9466,17718,0.5553,Adipose,Adipose,Adipose,Embargoed,No,
114,SAMEA4454597,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"41,504,609","39,619,631",0.9546,18160,0.5691,Adipose,Adipose,Adipose,Embargoed,No,
115,SAMEA4454608,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"62,737,119","59,839,573",0.9538,20380,0.6387,Lung,Lung,Lung,Embargoed,No,
116,SAMEA4454609,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"41,045,636","39,389,041",0.9596,19181,0.6011,Cerebellum,Brain,Brain,Embargoed,No,
117,SAMEA4454611,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"41,799,419","39,832,974",0.953,19553,0.6128,Hypothalamus,Brain,Hypothalamus,Embargoed,No,
118,SAMEA4454612,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"36,345,171","34,060,938",0.9372,15510,0.4861,Liver,Liver,Liver,Embargoed,No,
119,SAMEA4454613,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"55,152,290","51,985,919",0.9426,16443,0.5153,Muscle,Muscle,Muscle,Embargoed,No,
120,SAMEA4454614,PRJEB14330,PAIRED,ILLUMINA,Illumina HiSeq 3000,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"59,030,061","56,433,706",0.956,20766,0.6508,Lung,Lung,Lung,Embargoed,No,
121,SAMEA4436896,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"18,824,313","17,797,982",0.9455,13801,0.4325,Blood dendritic cell,Blood,Blood,,No,
122,SAMEA4436897,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"21,215,482","20,261,080",0.955,14044,0.4401,Blood dendritic cell,Blood,Blood,,Yes,
123,SAMEA4436898,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"19,454,995","18,359,700",0.9437,13961,0.4375,Blood dendritic cell,Blood,Blood,,No,
124,SAMEA4436899,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"21,217,140","19,924,654",0.9391,14444,0.4527,Blood dendritic cell,Blood,Blood,,No,
125,SAMEA4436900,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"21,142,340","19,560,682",0.9252,14191,0.4447,Blood dendritic cell,Blood,Blood,,No,
126,SAMEA4436901,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"25,343,667","23,928,341",0.9442,15105,0.4734,Blood dendritic cell,Blood,Blood,,Yes,
127,SAMEA4436902,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"24,146,892","22,948,459",0.9504,14231,0.446,Blood dendritic cell,Blood,Blood,,No,
128,SAMEA4436903,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"15,388,397","14,482,738",0.9411,13598,0.4262,Blood dendritic cell,Blood,Blood,,No,
129,SAMEA4436904,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"19,086,591","17,849,560",0.9352,14142,0.4432,Blood dendritic cell,Blood,Blood,,No,
130,SAMEA4436905,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"25,915,815","24,221,541",0.9346,15762,0.494,Blood dendritic cell,Blood,Blood,,Yes,
131,SAMEA4436906,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"25,283,402","23,550,031",0.9314,14689,0.4604,Blood dendritic cell,Blood,Blood,,No,
132,SAMEA4436907,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"21,434,426","19,997,868",0.933,14278,0.4475,Blood dendritic cell,Blood,Blood,,No,
133,SAMEA4436908,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"26,298,367","25,075,701",0.9535,14602,0.4576,Blood dendritic cell,Blood,Blood,,No,
134,SAMEA4436909,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"29,570,639","28,089,079",0.9499,15524,0.4865,Blood dendritic cell,Blood,Blood,,Yes,
135,SAMEA4436910,PRJEB15381,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Female,Unknown,"28,552,039","26,951,138",0.9439,14723,0.4614,Blood dendritic cell,Blood,Blood,,No,
136,SAMEA4504148,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
137,SAMEA4504149,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
138,SAMEA4504150,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
139,SAMEA4504151,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
140,SAMEA4504152,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
141,SAMEA4504153,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
142,SAMEA4504154,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
143,SAMEA4504155,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
144,SAMEA4504156,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
145,SAMEA4504157,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
146,SAMEA4504158,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
147,SAMEA4504159,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
148,SAMEA4504160,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
149,SAMEA4504161,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
150,SAMEA4504162,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
151,SAMEA4504163,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
152,SAMEA4504164,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
153,SAMEA4504165,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
154,SAMEA4504166,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
155,SAMEA4504167,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
156,SAMEA4504168,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
157,SAMEA4504169,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
158,SAMEA4504170,PRJEB16134,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
159,SAMEA4504171,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
160,SAMEA4504209,PRJEB16134,SINGLE,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0.0,0,0.0,Unknown,Unknown,Unknown,,No,
161,SAMEA72277168,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Duroc x Pietrain,Cross,Unknown,Unknown,"36,953,933","35,277,023",0.9546,16130,0.5055,Liver,Liver,Liver,,Yes,SAMEA6141247
162,SAMEA72277918,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Duroc x Pietrain,Cross,Unknown,Unknown,"29,120,800","25,476,171",0.8748,17615,0.5521,Spleen,Spleen,Spleen,,Yes,SAMEA6141247
163,SAMEA72278668,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Duroc x Pietrain,Cross,Unknown,Unknown,"33,959,341","29,381,336",0.8652,22071,0.6917,Testis,Testis,Testis,,Yes,SAMEA6141247
164,SAMEA72279418,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Duroc x Pietrain,Cross,Unknown,Unknown,"40,029,118","38,598,698",0.9643,18644,0.5843,Frontal lobe,Brain,Brain,,Yes,SAMEA6141247
165,SAMEA72280168,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Landrace x Yorkshire,Cross,Unknown,Unknown,"38,603,648","33,310,840",0.8629,19023,0.5962,Muscle,Muscle,Muscle,,Yes,
166,SAMEA72280918,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Duroc x Pietrain,Cross,Unknown,Unknown,"35,173,079","33,963,257",0.9656,14869,0.466,Liver,Liver,Liver,,No,
167,SAMEA72281668,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Landrace x Yorkshire,Cross,Unknown,Unknown,"38,377,821","34,693,346",0.904,16463,0.516,Spleen,Spleen,Spleen,,Yes,
168,SAMEA72282418,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Landrace x Yorkshire,Cross,Unknown,Unknown,"36,946,044","32,393,387",0.8768,17999,0.5641,Testis,Testis,Testis,,Yes,
169,SAMEA72283168,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Landrace x Yorkshire,Cross,Unknown,Unknown,"28,270,072","27,090,823",0.9583,18703,0.5862,Frontal lobe,Brain,Brain,,Yes,
170,SAMEA72283918,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Landrace x Yorkshire,Cross,Unknown,Unknown,"38,103,112","36,402,869",0.9554,14738,0.4619,Muscle,Muscle,Muscle,,No,
171,SAMEA72284668,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Yorkshire,European pigs,Unknown,Unknown,"37,001,646","34,666,643",0.9369,17007,0.533,Liver,Liver,Liver,,Yes,SAMEA6141248
172,SAMEA72285418,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Yorkshire,European pigs,Unknown,Unknown,"32,344,419","28,903,270",0.8936,18516,0.5803,Spleen,Spleen,Spleen,,Yes,SAMEA6141248
173,SAMEA72286168,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Yorkshire,European pigs,Unknown,Unknown,"39,281,361","36,024,439",0.9171,22768,0.7136,Testis,Testis,Testis,,Yes,SAMEA6141248
174,SAMEA72286918,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Yorkshire,European pigs,Unknown,Unknown,"39,629,537","38,233,329",0.9648,19186,0.6013,Frontal lobe,Brain,Brain,,Yes,SAMEA6141248
175,SAMEA72287668,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Yorkshire,European pigs,Unknown,Unknown,"39,495,279","37,911,051",0.9599,15667,0.491,Muscle,Muscle,Muscle,,Yes,SAMEA6141248
176,SAMEA72288418,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Unknown,Unknown,Unknown,Unknown,"36,503,206","35,451,914",0.9712,19670,0.6165,Olfactory lobe,Other,Other,Outlier,No,
177,SAMEA72289168,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Yorkshire,European pigs,Unknown,Unknown,"44,376,396","42,263,366",0.9524,19804,0.6207,Lung,Lung,Lung,,Yes,SAMEA6141248
178,SAMEA72289918,PRJEB19268,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Duroc,Yorkshire,European pigs,Unknown,Unknown,"34,128,825","32,741,588",0.9594,19326,0.6057,Lymph node,Lymph node,Lymph node,,Yes,SAMEA6141248
179,SAMEA103886111,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"32,674,308","30,197,925",0.9242,21153,0.6629,Stomach,Other,Other,Embargoed,No,
180,SAMEA103886112,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,"49,800,942","20,170,873",0.405,12929,0.4052,Unknown,Unknown,Unknown,,No,
181,SAMEA103886114,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"30,641,282","27,698,947",0.904,22210,0.6961,Hippocampus,Brain,Hippocampus,Embargoed,No,
182,SAMEA103886115,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"71,216,560","62,723,476",0.8807,22899,0.7177,Lymph node,Lymph node,Lymph node,Embargoed,No,
183,SAMEA103886116,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"30,277,445","28,399,484",0.938,21862,0.6852,Cerebellum,Brain,Brain,Embargoed,No,
184,SAMEA103886118,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"37,440,667","33,077,788",0.8835,19162,0.6005,Muscle,Muscle,Muscle,Embargoed,No,
185,SAMEA103886120,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"48,514,089","42,675,792",0.8797,21647,0.6784,Caecum,Large intestine,Caecum,Embargoed,No,
186,SAMEA103886121,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"38,263,798","35,204,147",0.92,21910,0.6867,Ileum,Small intestine,Ileum,Embargoed,No,
187,SAMEA103886122,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"28,483,549","26,491,078",0.93,22637,0.7094,Hippocampus,Brain,Hippocampus,Embargoed,No,
188,SAMEA103886124,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,"45,101,813","37,920,604",0.8408,17829,0.5588,Macrophage,Blood,Macrophage,Embargoed,No,
189,SAMEA103886125,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"135,157,206","113,036,242",0.8363,25580,0.8017,Tonsil,Other,Other,Embargoed,No,
190,SAMEA103886126,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"30,831,072","26,568,375",0.8617,21704,0.6802,Uterus,Uterus,Uterus,Embargoed,No,
191,SAMEA103886127,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"109,083,921","91,713,044",0.8408,23802,0.746,Lymph node,Lymph node,Lymph node,Embargoed,No,
192,SAMEA103886128,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"17,348,112","15,853,060",0.9138,20755,0.6505,Brainstem,Brain,Brain,Embargoed,No,
193,SAMEA103886129,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"26,893,263","24,757,265",0.9206,21738,0.6813,Brainstem,Brain,Brain,Embargoed,No,
194,SAMEA103886131,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"25,729,095","23,214,811",0.9023,20938,0.6562,Cerebellum,Brain,Brain,Embargoed,No,
195,SAMEA103886132,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"27,678,662","24,215,681",0.8749,19985,0.6263,Colon,Large intestine,Colon,Embargoed,No,
196,SAMEA103886133,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"104,626,413","90,907,935",0.8689,23540,0.7377,Caecum,Large intestine,Caecum,Embargoed,No,
197,SAMEA103886134,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"22,542,785","19,834,829",0.8799,20186,0.6326,Stomach,Other,Other,Embargoed,No,
198,SAMEA103886135,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"21,830,197","20,023,043",0.9172,21598,0.6769,Medulla oblongata,Other,Other,Embargoed,No,
199,SAMEA103886136,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"35,168,045","32,808,280",0.9329,22698,0.7114,Thalamus,Brain,Thalamus,Embargoed,No,
200,SAMEA103886137,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,"43,696,649","38,526,613",0.8817,17797,0.5578,Macrophage,Blood,Macrophage,Embargoed,No,
201,SAMEA103886139,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"19,963,693","18,504,287",0.9269,21285,0.6671,Frontal cortex,Brain,Frontal cortex,Embargoed,No,
202,SAMEA103886140,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"75,164,401","65,360,302",0.8696,24109,0.7556,Epididymis,Other,Other,Embargoed,No,
203,SAMEA103886142,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"26,545,382","23,785,186",0.896,21491,0.6735,Medulla oblongata,Other,Other,Embargoed,No,
204,SAMEA103886145,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"42,343,146","36,765,663",0.8683,21728,0.681,Omentum,Other,Other,Embargoed,No,
205,SAMEA103886146,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"42,433,618","36,589,980",0.8623,21687,0.6797,Omentum,Other,Other,Embargoed,No,
206,SAMEA103886147,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"31,823,363","28,205,414",0.8863,20767,0.6508,Colon,Large intestine,Colon,Embargoed,No,
207,SAMEA103886149,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"61,680,594","54,063,472",0.8765,23978,0.7515,Pituitary,Brain,Pituitary,Embargoed,No,
208,SAMEA103886150,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"40,372,363","36,399,517",0.9016,23285,0.7298,Pituitary,Brain,Pituitary,Embargoed,No,
209,SAMEA103886151,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"30,777,825","26,742,499",0.8689,21303,0.6676,Caecum,Large intestine,Caecum,Embargoed,No,
210,SAMEA103886152,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"17,898,943","15,819,489",0.8838,21044,0.6595,Pituitary,Brain,Pituitary,Embargoed,No,
211,SAMEA103886153,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"62,197,639","56,537,889",0.909,21899,0.6863,Kidney,Kidney,Kidney,Embargoed,No,
212,SAMEA103886154,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"25,589,842","23,693,212",0.9259,22232,0.6968,Corpus callosum,Brain,Corpus callosum,Embargoed,No,
213,SAMEA103886155,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"16,529,565","14,356,441",0.8685,19383,0.6075,Duodenum,Small intestine,Duodenum,Embargoed,No,
214,SAMEA103886156,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"21,285,637","19,463,778",0.9144,21380,0.6701,Frontal cortex,Brain,Frontal cortex,Embargoed,No,
215,SAMEA103886157,PRJEB19386,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,5 months,"52,753,721","48,553,063",0.9204,22654,0.71,Spleen,Spleen,Spleen,Embargoed,No,
